stateName,vehicleType,pollutant (g/mi),,EF_2023
VERMONT,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
VIRGINIA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
WASHINGTON,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
WEST VIRGINIA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
WISCONSIN,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
WYOMING,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
ALABAMA,"Transit Bus, CNG",PM2.5,,0.005
ALASKA,"Transit Bus, CNG",PM2.5,,0.005
ARIZONA,"Transit Bus, CNG",PM2.5,,0.005
ARKANSAS,"Transit Bus, CNG",PM2.5,,0.005
CALIFORNIA,"Transit Bus, CNG",PM2.5,,0.005
COLORADO,"Transit Bus, CNG",PM2.5,,0.005
CONNECTICUT,"Transit Bus, CNG",PM2.5,,0.005
DELAWARE,"Transit Bus, CNG",PM2.5,,0.005
DISTRICT OF COLUMBIA,"Transit Bus, CNG",PM2.5,,0.007
FLORIDA,"Transit Bus, CNG",PM2.5,,0.005
GEORGIA,"Transit Bus, CNG",PM2.5,,0.005
HAWAII,"Transit Bus, CNG",PM2.5,,0.005
IDAHO,"Transit Bus, CNG",PM2.5,,0.005
ILLINOIS,"Transit Bus, CNG",PM2.5,,0.005
INDIANA,"Transit Bus, CNG",PM2.5,,0.005
IOWA,"Transit Bus, CNG",PM2.5,,0.005
KANSAS,"Transit Bus, CNG",PM2.5,,0.005
KENTUCKY,"Transit Bus, CNG",PM2.5,,0.005
LOUISIANA,"Transit Bus, CNG",PM2.5,,0.005
MAINE,"Transit Bus, CNG",PM2.5,,0.005
MARYLAND,"Transit Bus, CNG",PM2.5,,0.005
MASSACHUSETTS,"Transit Bus, CNG",PM2.5,,0.005
MICHIGAN,"Transit Bus, CNG",PM2.5,,0.005
MINNESOTA,"Transit Bus, CNG",PM2.5,,0.005
MISSISSIPPI,"Transit Bus, CNG",PM2.5,,0.005
MISSOURI,"Transit Bus, CNG",PM2.5,,0.005
MONTANA,"Transit Bus, CNG",PM2.5,,0.004
NEBRASKA,"Transit Bus, CNG",PM2.5,,0.005
NEVADA,"Transit Bus, CNG",PM2.5,,0.005
NEW HAMPSHIRE,"Transit Bus, CNG",PM2.5,,0.005
NEW JERSEY,"Transit Bus, CNG",PM2.5,,0.005
NEW MEXICO,"Transit Bus, CNG",PM2.5,,0.005
NEW YORK,"Transit Bus, CNG",PM2.5,,0.005
NORTH CAROLINA,"Transit Bus, CNG",PM2.5,,0.005
NORTH DAKOTA,"Transit Bus, CNG",PM2.5,,0.005
OHIO,"Transit Bus, CNG",PM2.5,,0.005
OKLAHOMA,"Transit Bus, CNG",PM2.5,,0.005
OREGON,"Transit Bus, CNG",PM2.5,,0.005
PENNSYLVANIA,"Transit Bus, CNG",PM2.5,,0.005
RHODE ISLAND,"Transit Bus, CNG",PM2.5,,0.005
SOUTH CAROLINA,"Transit Bus, CNG",PM2.5,,0.005
SOUTH DAKOTA,"Transit Bus, CNG",PM2.5,,0.004
TENNESSEE,"Transit Bus, CNG",PM2.5,,0.005
TEXAS,"Transit Bus, CNG",PM2.5,,0.005
UTAH,"Transit Bus, CNG",PM2.5,,0.005
VERMONT,"Transit Bus, CNG",PM2.5,,0.004
VIRGINIA,"Transit Bus, CNG",PM2.5,,0.005
WASHINGTON,"Transit Bus, CNG",PM2.5,,0.005
WEST VIRGINIA,"Transit Bus, CNG",PM2.5,,0.005
WISCONSIN,"Transit Bus, CNG",PM2.5,,0.005
WYOMING,"Transit Bus, CNG",PM2.5,,0.004
ALABAMA,"Transit Bus, Diesel",PM2.5,,0.003
ALASKA,"Transit Bus, Diesel",PM2.5,,0.003
ARIZONA,"Transit Bus, Diesel",PM2.5,,0.003
ARKANSAS,"Transit Bus, Diesel",PM2.5,,0.003
CALIFORNIA,"Transit Bus, Diesel",PM2.5,,0.003
COLORADO,"Transit Bus, Diesel",PM2.5,,0.003
CONNECTICUT,"Transit Bus, Diesel",PM2.5,,0.003
DELAWARE,"Transit Bus, Diesel",PM2.5,,0.003
DISTRICT OF COLUMBIA,"Transit Bus, Diesel",PM2.5,,0.004
FLORIDA,"Transit Bus, Diesel",PM2.5,,0.003
GEORGIA,"Transit Bus, Diesel",PM2.5,,0.003
HAWAII,"Transit Bus, Diesel",PM2.5,,0.003
IDAHO,"Transit Bus, Diesel",PM2.5,,0.003
ILLINOIS,"Transit Bus, Diesel",PM2.5,,0.003
INDIANA,"Transit Bus, Diesel",PM2.5,,0.003
IOWA,"Transit Bus, Diesel",PM2.5,,0.003
KANSAS,"Transit Bus, Diesel",PM2.5,,0.003
KENTUCKY,"Transit Bus, Diesel",PM2.5,,0.003
LOUISIANA,"Transit Bus, Diesel",PM2.5,,0.003
MAINE,"Transit Bus, Diesel",PM2.5,,0.003
MARYLAND,"Transit Bus, Diesel",PM2.5,,0.003
MASSACHUSETTS,"Transit Bus, Diesel",PM2.5,,0.003
MICHIGAN,"Transit Bus, Diesel",PM2.5,,0.003
MINNESOTA,"Transit Bus, Diesel",PM2.5,,0.003
MISSISSIPPI,"Transit Bus, Diesel",PM2.5,,0.003
MISSOURI,"Transit Bus, Diesel",PM2.5,,0.003
MONTANA,"Transit Bus, Diesel",PM2.5,,0.003
NEBRASKA,"Transit Bus, Diesel",PM2.5,,0.003
NEVADA,"Transit Bus, Diesel",PM2.5,,0.003
NEW HAMPSHIRE,"Transit Bus, Diesel",PM2.5,,0.003
NEW JERSEY,"Transit Bus, Diesel",PM2.5,,0.003
NEW MEXICO,"Transit Bus, Diesel",PM2.5,,0.003
NEW YORK,"Transit Bus, Diesel",PM2.5,,0.003
NORTH CAROLINA,"Transit Bus, Diesel",PM2.5,,0.003
NORTH DAKOTA,"Transit Bus, Diesel",PM2.5,,0.003
OHIO,"Transit Bus, Diesel",PM2.5,,0.003
OKLAHOMA,"Transit Bus, Diesel",PM2.5,,0.003
OREGON,"Transit Bus, Diesel",PM2.5,,0.003
PENNSYLVANIA,"Transit Bus, Diesel",PM2.5,,0.003
RHODE ISLAND,"Transit Bus, Diesel",PM2.5,,0.003
SOUTH CAROLINA,"Transit Bus, Diesel",PM2.5,,0.003
SOUTH DAKOTA,"Transit Bus, Diesel",PM2.5,,0.003
TENNESSEE,"Transit Bus, Diesel",PM2.5,,0.003
TEXAS,"Transit Bus, Diesel",PM2.5,,0.003
UTAH,"Transit Bus, Diesel",PM2.5,,0.003
VERMONT,"Transit Bus, Diesel",PM2.5,,0.003
VIRGINIA,"Transit Bus, Diesel",PM2.5,,0.003
WASHINGTON,"Transit Bus, Diesel",PM2.5,,0.003
WEST VIRGINIA,"Transit Bus, Diesel",PM2.5,,0.003
WISCONSIN,"Transit Bus, Diesel",PM2.5,,0.003
WYOMING,"Transit Bus, Diesel",PM2.5,,0.003
ALABAMA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
ALASKA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
ARIZONA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
ARKANSAS,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
CALIFORNIA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
COLORADO,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
CONNECTICUT,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.014
DELAWARE,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.015
DISTRICT OF COLUMBIA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.030
FLORIDA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.015
GEORGIA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
HAWAII,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.017
IDAHO,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.010
ILLINOIS,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
INDIANA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
IOWA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
KANSAS,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
KENTUCKY,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.010
LOUISIANA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
MAINE,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
MARYLAND,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.014
MASSACHUSETTS,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.016
MICHIGAN,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
MINNESOTA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
MISSISSIPPI,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
MISSOURI,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.010
MONTANA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.010
NEBRASKA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.010
NEVADA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
NEW HAMPSHIRE,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
NEW JERSEY,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.016
NEW MEXICO,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
NEW YORK,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
NORTH CAROLINA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
NORTH DAKOTA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.010
OHIO,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
OKLAHOMA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
OREGON,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
PENNSYLVANIA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
RHODE ISLAND,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.014
SOUTH CAROLINA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
SOUTH DAKOTA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.009
TENNESSEE,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
TEXAS,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.013
UTAH,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
VERMONT,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.010
VIRGINIA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
WASHINGTON,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.012
WEST VIRGINIA,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
WISCONSIN,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.011
WYOMING,"Combination Long-haul Truck, Diesel",PM2.5 (TBW),,0.009
ALABAMA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
ALASKA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
ARIZONA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.015
ARKANSAS,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
CALIFORNIA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.015
COLORADO,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.014
CONNECTICUT,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.015
DELAWARE,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.016
DISTRICT OF COLUMBIA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.028
FLORIDA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.017
GEORGIA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.014
HAWAII,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.017
IDAHO,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
ILLINOIS,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.015
INDIANA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
IOWA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
KANSAS,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
KENTUCKY,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
LOUISIANA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
MAINE,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.011
MARYLAND,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.015
MASSACHUSETTS,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.017
MICHIGAN,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.014
MINNESOTA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
MISSISSIPPI,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
MISSOURI,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.011
MONTANA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.011
NEBRASKA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.011
NEVADA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.015
NEW HAMPSHIRE,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
NEW JERSEY,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.017
NEW MEXICO,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
NEW YORK,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.015
NORTH CAROLINA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.014
NORTH DAKOTA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.011
OHIO,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
OKLAHOMA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
OREGON,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
PENNSYLVANIA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
RHODE ISLAND,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.016
SOUTH CAROLINA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
SOUTH DAKOTA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.010
TENNESSEE,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.014
TEXAS,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.014
UTAH,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
VERMONT,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.011
VIRGINIA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
WASHINGTON,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.013
WEST VIRGINIA,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
WISCONSIN,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.012
WYOMING,"Combination Short-haul Truck, Diesel",PM2.5 (TBW),,0.010
ALABAMA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
ALASKA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
ARIZONA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
ARKANSAS,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
CALIFORNIA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
COLORADO,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
CONNECTICUT,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
DELAWARE,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.006
DISTRICT OF COLUMBIA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.008
FLORIDA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.006
GEORGIA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
HAWAII,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.006
IDAHO,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
ILLINOIS,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
INDIANA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
IOWA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
KANSAS,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
KENTUCKY,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
LOUISIANA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
MAINE,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.004
MARYLAND,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
MASSACHUSETTS,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.006
MICHIGAN,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
MINNESOTA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
MISSISSIPPI,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
MISSOURI,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.004
MONTANA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.004
NEBRASKA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
NEVADA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
NEW HAMPSHIRE,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
NEW JERSEY,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.006
NEW MEXICO,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
NEW YORK,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
NORTH CAROLINA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
NORTH DAKOTA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.004
OHIO,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
OKLAHOMA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
OREGON,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
PENNSYLVANIA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
RHODE ISLAND,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
SOUTH CAROLINA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
SOUTH DAKOTA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.004
TENNESSEE,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
TEXAS,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
UTAH,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
VERMONT,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.004
VIRGINIA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
WASHINGTON,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
WEST VIRGINIA,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
WISCONSIN,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.005
WYOMING,"Light Commercial Truck, Diesel",PM2.5 (TBW),,0.004
ALABAMA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
ALASKA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
ARIZONA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
ARKANSAS,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
CALIFORNIA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
COLORADO,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
CONNECTICUT,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
DELAWARE,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
DISTRICT OF COLUMBIA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.007
FLORIDA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
GEORGIA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
HAWAII,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
IDAHO,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
ILLINOIS,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
INDIANA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
IOWA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
KANSAS,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
KENTUCKY,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
LOUISIANA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
MAINE,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
MARYLAND,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
MASSACHUSETTS,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
MICHIGAN,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
MINNESOTA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
MISSISSIPPI,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
MISSOURI,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
MONTANA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
NEBRASKA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
NEVADA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
NEW HAMPSHIRE,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
NEW JERSEY,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
NEW MEXICO,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
NEW YORK,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
NORTH CAROLINA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
NORTH DAKOTA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
OHIO,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
OKLAHOMA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
OREGON,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
PENNSYLVANIA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
RHODE ISLAND,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.005
SOUTH CAROLINA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
SOUTH DAKOTA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.003
TENNESSEE,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
TEXAS,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
UTAH,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
VERMONT,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.003
VIRGINIA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
WASHINGTON,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
WEST VIRGINIA,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
WISCONSIN,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.004
WYOMING,"Light Commercial Truck, Gasoline",PM2.5 (TBW),,0.003
ALABAMA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
ALASKA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
ARIZONA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
ARKANSAS,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
CALIFORNIA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
COLORADO,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
CONNECTICUT,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
DELAWARE,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
DISTRICT OF COLUMBIA,"Passenger Car, Diesel",PM2.5 (TBW),,0.006
FLORIDA,"Passenger Car, Diesel",PM2.5 (TBW),,0.005
GEORGIA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
HAWAII,"Passenger Car, Diesel",PM2.5 (TBW),,0.005
IDAHO,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
ILLINOIS,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
INDIANA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
IOWA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
KANSAS,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
KENTUCKY,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
LOUISIANA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
MAINE,"Passenger Car, Diesel",PM2.5 (TBW),,0.003
MARYLAND,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
MASSACHUSETTS,"Passenger Car, Diesel",PM2.5 (TBW),,0.005
MICHIGAN,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
MINNESOTA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
MISSISSIPPI,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
MISSOURI,"Passenger Car, Diesel",PM2.5 (TBW),,0.003
MONTANA,"Passenger Car, Diesel",PM2.5 (TBW),,0.003
NEBRASKA,"Passenger Car, Diesel",PM2.5 (TBW),,0.003
NEVADA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
NEW HAMPSHIRE,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
NEW JERSEY,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
NEW MEXICO,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
NEW YORK,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
NORTH CAROLINA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
NORTH DAKOTA,"Passenger Car, Diesel",PM2.5 (TBW),,0.003
OHIO,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
OKLAHOMA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
OREGON,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
PENNSYLVANIA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
RHODE ISLAND,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
SOUTH CAROLINA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
SOUTH DAKOTA,"Passenger Car, Diesel",PM2.5 (TBW),,0.003
TENNESSEE,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
TEXAS,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
UTAH,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
VERMONT,"Passenger Car, Diesel",PM2.5 (TBW),,0.003
VIRGINIA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
WASHINGTON,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
WEST VIRGINIA,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
WISCONSIN,"Passenger Car, Diesel",PM2.5 (TBW),,0.004
WYOMING,"Passenger Car, Diesel",PM2.5 (TBW),,0.003
ALABAMA,"Passenger Car, Gasoline",PM2.5 (TBW),,0.004
ALASKA,"Passenger Car, Gasoline",PM2.5 (TBW),,0.004
ARIZONA,"Passenger Car, Gasoline",PM2.5 (TBW),,0.004
ARKANSAS,"Passenger Car, Gasoline",PM2.5 (TBW),,0.004
CALIFORNIA,"Passenger Car, Gasoline",PM2.5 (TBW),,0.004
