stateName,vehicleType,pollutant (g/mi),,EF_2023
TENNESSEE,"Light Commercial Truck, Gasoline",PM2.5,,0.002
TEXAS,"Light Commercial Truck, Gasoline",PM2.5,,0.002
UTAH,"Light Commercial Truck, Gasoline",PM2.5,,0.002
VERMONT,"Light Commercial Truck, Gasoline",PM2.5,,0.003
VIRGINIA,"Light Commercial Truck, Gasoline",PM2.5,,0.002
WASHINGTON,"Light Commercial Truck, Gasoline",PM2.5,,0.002
WEST VIRGINIA,"Light Commercial Truck, Gasoline",PM2.5,,0.002
WISCONSIN,"Light Commercial Truck, Gasoline",PM2.5,,0.003
WYOMING,"Light Commercial Truck, Gasoline",PM2.5,,0.003
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
ALABAMA,"Refuse Truck, Diesel",PM2.5,,0.005
ALASKA,"Refuse Truck, Diesel",PM2.5,,0.005
ARIZONA,"Refuse Truck, Diesel",PM2.5,,0.005
ARKANSAS,"Refuse Truck, Diesel",PM2.5,,0.005
CALIFORNIA,"Refuse Truck, Diesel",PM2.5,,0.005
COLORADO,"Refuse Truck, Diesel",PM2.5,,0.005
CONNECTICUT,"Refuse Truck, Diesel",PM2.5,,0.005
DELAWARE,"Refuse Truck, Diesel",PM2.5,,0.005
DISTRICT OF COLUMBIA,"Refuse Truck, Diesel",PM2.5,,0.006
FLORIDA,"Refuse Truck, Diesel",PM2.5,,0.005
GEORGIA,"Refuse Truck, Diesel",PM2.5,,0.005
HAWAII,"Refuse Truck, Diesel",PM2.5,,0.005
IDAHO,"Refuse Truck, Diesel",PM2.5,,0.005
ILLINOIS,"Refuse Truck, Diesel",PM2.5,,0.005
INDIANA,"Refuse Truck, Diesel",PM2.5,,0.005
IOWA,"Refuse Truck, Diesel",PM2.5,,0.005
KANSAS,"Refuse Truck, Diesel",PM2.5,,0.005
KENTUCKY,"Refuse Truck, Diesel",PM2.5,,0.005
LOUISIANA,"Refuse Truck, Diesel",PM2.5,,0.005
MAINE,"Refuse Truck, Diesel",PM2.5,,0.005
MARYLAND,"Refuse Truck, Diesel",PM2.5,,0.005
MASSACHUSETTS,"Refuse Truck, Diesel",PM2.5,,0.005
MICHIGAN,"Refuse Truck, Diesel",PM2.5,,0.005
MINNESOTA,"Refuse Truck, Diesel",PM2.5,,0.005
MISSISSIPPI,"Refuse Truck, Diesel",PM2.5,,0.005
MISSOURI,"Refuse Truck, Diesel",PM2.5,,0.005
MONTANA,"Refuse Truck, Diesel",PM2.5,,0.005
NEBRASKA,"Refuse Truck, Diesel",PM2.5,,0.005
NEVADA,"Refuse Truck, Diesel",PM2.5,,0.005
NEW HAMPSHIRE,"Refuse Truck, Diesel",PM2.5,,0.005
NEW JERSEY,"Refuse Truck, Diesel",PM2.5,,0.005
NEW MEXICO,"Refuse Truck, Diesel",PM2.5,,0.005
NEW YORK,"Refuse Truck, Diesel",PM2.5,,0.005
NORTH CAROLINA,"Refuse Truck, Diesel",PM2.5,,0.005
NORTH DAKOTA,"Refuse Truck, Diesel",PM2.5,,0.005
OHIO,"Refuse Truck, Diesel",PM2.5,,0.005
OKLAHOMA,"Refuse Truck, Diesel",PM2.5,,0.005
OREGON,"Refuse Truck, Diesel",PM2.5,,0.005
PENNSYLVANIA,"Refuse Truck, Diesel",PM2.5,,0.005
RHODE ISLAND,"Refuse Truck, Diesel",PM2.5,,0.005
SOUTH CAROLINA,"Refuse Truck, Diesel",PM2.5,,0.005
SOUTH DAKOTA,"Refuse Truck, Diesel",PM2.5,,0.005
TENNESSEE,"Refuse Truck, Diesel",PM2.5,,0.005
TEXAS,"Refuse Truck, Diesel",PM2.5,,0.005
UTAH,"Refuse Truck, Diesel",PM2.5,,0.005
VERMONT,"Refuse Truck, Diesel",PM2.5,,0.005
VIRGINIA,"Refuse Truck, Diesel",PM2.5,,0.005
WASHINGTON,"Refuse Truck, Diesel",PM2.5,,0.005
WEST VIRGINIA,"Refuse Truck, Diesel",PM2.5,,0.005
WISCONSIN,"Refuse Truck, Diesel",PM2.5,,0.005
WYOMING,"Refuse Truck, Diesel",PM2.5,,0.005
ALABAMA,"School Bus, Diesel",PM2.5,,0.007
ALASKA,"School Bus, Diesel",PM2.5,,0.007
ARIZONA,"School Bus, Diesel",PM2.5,,0.007
ARKANSAS,"School Bus, Diesel",PM2.5,,0.006
CALIFORNIA,"School Bus, Diesel",PM2.5,,0.007
COLORADO,"School Bus, Diesel",PM2.5,,0.007
CONNECTICUT,"School Bus, Diesel",PM2.5,,0.007
DELAWARE,"School Bus, Diesel",PM2.5,,0.007
DISTRICT OF COLUMBIA,"School Bus, Diesel",PM2.5,,0.009
FLORIDA,"School Bus, Diesel",PM2.5,,0.008
GEORGIA,"School Bus, Diesel",PM2.5,,0.007
HAWAII,"School Bus, Diesel",PM2.5,,0.007
IDAHO,"School Bus, Diesel",PM2.5,,0.006
ILLINOIS,"School Bus, Diesel",PM2.5,,0.007
INDIANA,"School Bus, Diesel",PM2.5,,0.007
IOWA,"School Bus, Diesel",PM2.5,,0.006
KANSAS,"School Bus, Diesel",PM2.5,,0.006
KENTUCKY,"School Bus, Diesel",PM2.5,,0.006
LOUISIANA,"School Bus, Diesel",PM2.5,,0.007
MAINE,"School Bus, Diesel",PM2.5,,0.006
MARYLAND,"School Bus, Diesel",PM2.5,,0.007
MASSACHUSETTS,"School Bus, Diesel",PM2.5,,0.008
MICHIGAN,"School Bus, Diesel",PM2.5,,0.007
MINNESOTA,"School Bus, Diesel",PM2.5,,0.007
MISSISSIPPI,"School Bus, Diesel",PM2.5,,0.006
MISSOURI,"School Bus, Diesel",PM2.5,,0.006
MONTANA,"School Bus, Diesel",PM2.5,,0.006
NEBRASKA,"School Bus, Diesel",PM2.5,,0.006
NEVADA,"School Bus, Diesel",PM2.5,,0.007
NEW HAMPSHIRE,"School Bus, Diesel",PM2.5,,0.007
NEW JERSEY,"School Bus, Diesel",PM2.5,,0.007
NEW MEXICO,"School Bus, Diesel",PM2.5,,0.006
NEW YORK,"School Bus, Diesel",PM2.5,,0.007
NORTH CAROLINA,"School Bus, Diesel",PM2.5,,0.007
NORTH DAKOTA,"School Bus, Diesel",PM2.5,,0.006
OHIO,"School Bus, Diesel",PM2.5,,0.007
OKLAHOMA,"School Bus, Diesel",PM2.5,,0.006
OREGON,"School Bus, Diesel",PM2.5,,0.007
PENNSYLVANIA,"School Bus, Diesel",PM2.5,,0.007
RHODE ISLAND,"School Bus, Diesel",PM2.5,,0.007
SOUTH CAROLINA,"School Bus, Diesel",PM2.5,,0.007
SOUTH DAKOTA,"School Bus, Diesel",PM2.5,,0.006
TENNESSEE,"School Bus, Diesel",PM2.5,,0.007
TEXAS,"School Bus, Diesel",PM2.5,,0.007
UTAH,"School Bus, Diesel",PM2.5,,0.007
VERMONT,"School Bus, Diesel",PM2.5,,0.006
VIRGINIA,"School Bus, Diesel",PM2.5,,0.007
WASHINGTON,"School Bus, Diesel",PM2.5,,0.007
WEST VIRGINIA,"School Bus, Diesel",PM2.5,,0.006
WISCONSIN,"School Bus, Diesel",PM2.5,,0.006
WYOMING,"School Bus, Diesel",PM2.5,,0.006
ALABAMA,"School Bus, Gasoline",PM2.5,,0.010
ALASKA,"School Bus, Gasoline",PM2.5,,0.009
ARIZONA,"School Bus, Gasoline",PM2.5,,0.010
ARKANSAS,"School Bus, Gasoline",PM2.5,,0.010
CALIFORNIA,"School Bus, Gasoline",PM2.5,,0.010
COLORADO,"School Bus, Gasoline",PM2.5,,0.011
CONNECTICUT,"School Bus, Gasoline",PM2.5,,0.011
DELAWARE,"School Bus, Gasoline",PM2.5,,0.010
DISTRICT OF COLUMBIA,"School Bus, Gasoline",PM2.5,,0.011
FLORIDA,"School Bus, Gasoline",PM2.5,,0.010
GEORGIA,"School Bus, Gasoline",PM2.5,,0.010
HAWAII,"School Bus, Gasoline",PM2.5,,0.012
IDAHO,"School Bus, Gasoline",PM2.5,,0.010
ILLINOIS,"School Bus, Gasoline",PM2.5,,0.011
INDIANA,"School Bus, Gasoline",PM2.5,,0.011
IOWA,"School Bus, Gasoline",PM2.5,,0.011
KANSAS,"School Bus, Gasoline",PM2.5,,0.011
KENTUCKY,"School Bus, Gasoline",PM2.5,,0.010
LOUISIANA,"School Bus, Gasoline",PM2.5,,0.010
MAINE,"School Bus, Gasoline",PM2.5,,0.011
MARYLAND,"School Bus, Gasoline",PM2.5,,0.011
MASSACHUSETTS,"School Bus, Gasoline",PM2.5,,0.012
MICHIGAN,"School Bus, Gasoline",PM2.5,,0.012
MINNESOTA,"School Bus, Gasoline",PM2.5,,0.012
MISSISSIPPI,"School Bus, Gasoline",PM2.5,,0.010
MISSOURI,"School Bus, Gasoline",PM2.5,,0.011
MONTANA,"School Bus, Gasoline",PM2.5,,0.010
NEBRASKA,"School Bus, Gasoline",PM2.5,,0.011
NEVADA,"School Bus, Gasoline",PM2.5,,0.012
NEW HAMPSHIRE,"School Bus, Gasoline",PM2.5,,0.011
NEW JERSEY,"School Bus, Gasoline",PM2.5,,0.011
NEW MEXICO,"School Bus, Gasoline",PM2.5,,0.011
NEW YORK,"School Bus, Gasoline",PM2.5,,0.012
NORTH CAROLINA,"School Bus, Gasoline",PM2.5,,0.010
NORTH DAKOTA,"School Bus, Gasoline",PM2.5,,0.011
OHIO,"School Bus, Gasoline",PM2.5,,0.012
OKLAHOMA,"School Bus, Gasoline",PM2.5,,0.010
OREGON,"School Bus, Gasoline",PM2.5,,0.010
PENNSYLVANIA,"School Bus, Gasoline",PM2.5,,0.011
RHODE ISLAND,"School Bus, Gasoline",PM2.5,,0.011
SOUTH CAROLINA,"School Bus, Gasoline",PM2.5,,0.010
SOUTH DAKOTA,"School Bus, Gasoline",PM2.5,,0.011
TENNESSEE,"School Bus, Gasoline",PM2.5,,0.011
TEXAS,"School Bus, Gasoline",PM2.5,,0.009
UTAH,"School Bus, Gasoline",PM2.5,,0.011
VERMONT,"School Bus, Gasoline",PM2.5,,0.011
VIRGINIA,"School Bus, Gasoline",PM2.5,,0.010
WASHINGTON,"School Bus, Gasoline",PM2.5,,0.011
WEST VIRGINIA,"School Bus, Gasoline",PM2.5,,0.011
WISCONSIN,"School Bus, Gasoline",PM2.5,,0.011
WYOMING,"School Bus, Gasoline",PM2.5,,0.010
ALABAMA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
ALASKA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
ARIZONA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
ARKANSAS,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
CALIFORNIA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
COLORADO,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
CONNECTICUT,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
DELAWARE,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
DISTRICT OF COLUMBIA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
FLORIDA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
GEORGIA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
HAWAII,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
IDAHO,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
ILLINOIS,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
INDIANA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
IOWA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
KANSAS,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
KENTUCKY,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
LOUISIANA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
MAINE,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
MARYLAND,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
MASSACHUSETTS,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
MICHIGAN,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
MINNESOTA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
MISSISSIPPI,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
MISSOURI,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
MONTANA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
NEBRASKA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
NEVADA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
NEW HAMPSHIRE,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
NEW JERSEY,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
NEW MEXICO,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
NEW YORK,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
NORTH CAROLINA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
NORTH DAKOTA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
OHIO,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
OKLAHOMA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
OREGON,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
PENNSYLVANIA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
RHODE ISLAND,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
SOUTH CAROLINA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
SOUTH DAKOTA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
TENNESSEE,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
TEXAS,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
UTAH,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
VERMONT,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
VIRGINIA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
WASHINGTON,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
WEST VIRGINIA,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
WISCONSIN,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
WYOMING,"Single Unit Long-haul Truck, Diesel",PM2.5,,0.003
ALABAMA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
ALASKA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.004
ARIZONA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
ARKANSAS,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
CALIFORNIA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
COLORADO,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
CONNECTICUT,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
DELAWARE,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
DISTRICT OF COLUMBIA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
FLORIDA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
GEORGIA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
HAWAII,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.007
IDAHO,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
ILLINOIS,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
INDIANA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
IOWA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
KANSAS,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
KENTUCKY,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
LOUISIANA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
MAINE,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
MARYLAND,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
MASSACHUSETTS,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
MICHIGAN,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
MINNESOTA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
MISSISSIPPI,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
MISSOURI,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
MONTANA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
NEBRASKA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
NEVADA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.007
NEW HAMPSHIRE,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
NEW JERSEY,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
NEW MEXICO,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
NEW YORK,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
NORTH CAROLINA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
NORTH DAKOTA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
OHIO,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
OKLAHOMA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
OREGON,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
PENNSYLVANIA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
RHODE ISLAND,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
SOUTH CAROLINA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
SOUTH DAKOTA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
TENNESSEE,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
TEXAS,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
UTAH,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
VERMONT,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
VIRGINIA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
WASHINGTON,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
WEST VIRGINIA,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
WISCONSIN,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
WYOMING,"Single Unit Long-haul Truck, Gasoline",PM2.5,,0.006
ALABAMA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
ALASKA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
ARIZONA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
ARKANSAS,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
CALIFORNIA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
COLORADO,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
CONNECTICUT,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
DELAWARE,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
DISTRICT OF COLUMBIA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.004
FLORIDA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.004
GEORGIA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
HAWAII,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.004
IDAHO,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
ILLINOIS,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
INDIANA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
IOWA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
KANSAS,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
KENTUCKY,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
LOUISIANA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
MAINE,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
MARYLAND,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
MASSACHUSETTS,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.004
MICHIGAN,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
MINNESOTA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
MISSISSIPPI,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
MISSOURI,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
MONTANA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
NEBRASKA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
NEVADA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
NEW HAMPSHIRE,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
NEW JERSEY,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.004
NEW MEXICO,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
NEW YORK,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
NORTH CAROLINA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
NORTH DAKOTA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
OHIO,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
OKLAHOMA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
OREGON,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
PENNSYLVANIA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
RHODE ISLAND,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
SOUTH CAROLINA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
SOUTH DAKOTA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
TENNESSEE,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
TEXAS,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
UTAH,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
VERMONT,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
VIRGINIA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
WASHINGTON,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
WEST VIRGINIA,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
WISCONSIN,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
WYOMING,"Single Unit Short-haul Truck, Diesel",PM2.5,,0.003
ALABAMA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.009
ALASKA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.009
ARIZONA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
ARKANSAS,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
CALIFORNIA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.009
COLORADO,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
CONNECTICUT,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
DELAWARE,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
DISTRICT OF COLUMBIA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
FLORIDA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
GEORGIA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
HAWAII,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
IDAHO,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
ILLINOIS,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
INDIANA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
IOWA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
KANSAS,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
KENTUCKY,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
LOUISIANA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.009
MAINE,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
MARYLAND,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
MASSACHUSETTS,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
MICHIGAN,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.013
MINNESOTA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
MISSISSIPPI,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.009
MISSOURI,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
MONTANA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
NEBRASKA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
NEVADA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
NEW HAMPSHIRE,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
NEW JERSEY,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
NEW MEXICO,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
NEW YORK,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
NORTH CAROLINA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
NORTH DAKOTA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
OHIO,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
OKLAHOMA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
OREGON,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
PENNSYLVANIA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
RHODE ISLAND,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.012
SOUTH CAROLINA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.009
SOUTH DAKOTA,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
TENNESSEE,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.010
TEXAS,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.009
UTAH,"Single Unit Short-haul Truck, Gasoline",PM2.5,,0.011
